nm       Rad_ref     Rad_target  Reflectance
479.0    5786.64     386.86      6.69
480.5    5904.29     401.06      6.79
481.9    5927.11     407.84      6.88
483.3    5888.06     413.95      7.03
484.8    5860.26     421.01      7.18
486.2    5874.05     425.10      7.24
487.6    5964.66     438.94      7.36
489.0    6115.65     460.00      7.52
490.5    6299.37     484.47      7.69
491.9    6479.39     513.36      7.92
493.3    6621.16     539.75      8.15
494.8    6702.08     569.60      8.50
496.2    6741.75     597.17      8.86
497.6    6747.93     626.22      9.28
499.0    6773.10     656.14      9.69
500.5    6838.71     693.26      10.14
501.9    6946.24     741.91      10.68
503.3    7082.60     796.77      11.25
504.7    7225.58     858.91      11.89
506.1    7371.07     926.54      12.57
507.6    7513.17     996.36      13.26
509.0    7649.64     1072.00     14.01
510.4    7766.85     1151.66     14.83
511.8    7846.35     1225.18     15.61
513.2    7901.71     1299.00     16.44
514.7    7941.97     1376.11     17.33
516.1    7997.70     1456.31     18.21
517.5    8078.58     1544.63     19.12
518.9    8183.57     1638.20     20.02
520.3    8314.99     1737.34     20.89
521.7    8441.82     1836.37     21.75
523.2    8566.96     1930.42     22.53
524.6    8698.94     2026.19     23.29
526.0    8832.68     2120.65     24.01
527.4    8964.95     2209.68     24.65
528.8    9098.27     2297.02     25.25
530.2    9245.59     2386.02     25.81
531.6    9397.92     2475.84     26.34
533.0    9510.90     2553.38     26.85
534.4    9610.35     2622.17     27.28
535.8    9645.95     2668.54     27.66
537.2    9687.22     2713.79     28.01
538.7    9748.82     2762.45     28.34
540.1    9826.81     2813.88     28.63
541.5    9932.50     2874.18     28.94
542.9    10053.98    2934.28     29.19
544.3    10183.79    2997.15     29.43
545.7    10316.85    3065.27     29.71
547.1    10429.05    3129.06     30.00
548.5    10579.10    3198.98     30.24
549.9    10695.59    3257.84     30.46
551.3    10801.98    3310.86     30.65
552.7    10955.70    3373.02     30.79
554.1    11099.24    3432.41     30.92
555.5    11259.10    3492.65     31.02
556.9    11387.52    3541.10     31.10
558.2    11504.37    3582.24     31.14
559.7    11554.12    3598.29     31.14
561.0    11567.01    3602.69     31.15
562.4    11562.67    3598.51     31.12
563.8    11559.46    3589.35     31.05
565.2    11578.30    3582.34     30.94
566.6    11646.46    3585.24     30.78
568.0    11765.77    3598.63     30.59
569.4    11891.22    3607.86     30.34
570.8    12024.56    3616.45     30.08
572.2    12166.67    3624.45     29.79
573.6    12300.02    3629.54     29.51
575.0    12440.20    3635.60     29.22
576.3    12586.27    3642.87     28.94
577.7    12715.28    3650.18     28.71
579.1    12874.74    3667.91     28.49
580.5    13044.13    3688.78     28.28
581.9    13211.34    3708.99     28.07
583.2    13424.09    3741.97     27.88
584.6    13593.35    3765.07     27.70
586.0    13679.80    3767.42     27.54
587.4    13741.83    3764.89     27.40
588.8    13774.59    3756.32     27.27
590.2    13794.92    3746.70     27.16
591.5    13787.59    3732.46     27.07
592.9    13766.30    3714.44     26.98
594.3    13802.33    3712.80     26.90
595.7    13872.43    3722.90     26.84
597.0    13990.70    3743.06     26.75
598.4    14132.12    3772.86     26.70
599.8    14269.59    3802.74     26.65
601.2    14414.54    3827.63     26.55
602.5    14554.58    3850.20     26.45
603.9    14702.02    3868.37     26.31
