nm       Rad_ref     Rad_target  Reflectance
2441.8   5164.80     349.70      6.77
2444.0   5159.93     344.00      6.67
2446.2   5143.82     332.96      6.47
2448.4   5119.80     324.30      6.33
2450.6   5085.63     294.21      5.79
2452.7   5047.68     302.72      6.00
2454.9   5055.05     318.15      6.29
2457.1   5072.82     315.26      6.21
2459.3   5056.13     320.10      6.33
2461.4   5002.47     322.74      6.45
2463.6   4961.70     305.45      6.16
2465.8   4955.12     313.04      6.32
2467.9   4944.50     310.00      6.27
2470.1   4914.00     291.38      5.93
2472.2   4872.24     274.72      5.64
2474.4   4857.16     284.24      5.85
2476.6   4864.50     301.88      6.21
2478.7   4852.08     307.65      6.34
2480.9   4834.83     287.04      5.94
2483.0   4816.65     277.35      5.76
2485.1   4805.37     260.01      5.41
2487.3   4803.39     261.82      5.45
2489.4   4812.21     252.72      5.25
2491.6   4751.78     176.40      3.71
2493.7   4665.21     174.08      3.73
2495.8   4608.20     241.90      5.25
2497.9   4630.55     237.79      5.14
2500.1   4665.38     249.00      5.34
2502.2   4650.35     279.30      6.01
2504.3   4644.27     270.54      5.83
2506.4   4665.19     308.85      6.62
2508.5   4596.24     261.15      5.68
2510.6   4557.15     185.25      4.07
2512.8   4565.76     216.48      4.74
2514.9   4530.38     232.87      5.14
2517.0   4549.35     209.97      4.62
